query_ID	profile_ID	query_length	profile_length	align_length	query_from	query_to	profile_from	profile_to	profile_proportion	bit_score	e-value	positive_hit_probability	is_best_overlap	found_catalytic_pattern	profile_linked_ECs
A0A0N9W2U4	PRI014010	497	     348	     366	     155	     497	       4	     348	    0.99	  189.37	1.9E-56     	0	F	-	1.2.1.85	
A0A0N9W2U4	PRI003212	497	     365	     300	     155	     448	      20	     314	    0.81	  162.45	4.8E-46     	0	F	-	1.2.1.22	
A0A0N9W2U4	PRI014013	497	     344	     336	     153	     478	       6	     329	    0.94	  155.08	1.3E-43     	0	F	-	1.2.1.83	
A0A0N9W2U4	PRI002346	497	     366	     235	     154	     478	      26	     347	    0.63	  188.14	9E-43     	0	F	-	1.2.1.39	
A0A0N9W2U4	PRI003256	497	     364	     277	     155	     428	      18	     290	    0.75	  148.59	4.8E-41     	0	F	-	1.2.1.27	
A0A0N9W2U4	PRI000262	497	     361	     290	     155	     428	      17	     289	    0.76	  147.44	1.3E-40     	0	F	-	1.2.1.27;1.2.1.18	
A0A0N9W2U4	PRI014008	497	     348	     353	     152	     478	      12	     332	    0.92	  133.53	1.3E-35     	0	F	-	1.2.1.86	
A0A0N9W2U4	PRI004910	497	     368	     344	     155	     490	      25	     362	    0.92	  125.83	9.5E-33     	0	F	-	1.2.1.32	
A0A0N9W2U4	PRI003273	497	     373	     346	     159	     474	      14	     350	     0.9	  123.33	8.7E-32     	0	F	-	1.5.1.12	
A0A0N9W2U4	PRI003750	497	     372	     351	     155	     478	      22	     346	    0.87	  117.72	8E-30     	0	F	-	1.2.1.47;1.2.1.3	
A0A0N9W2U4	PRI003573	497	     356	     293	     159	     429	      21	     288	    0.75	  108.47	1.1E-26     	0	F	-	1.2.1.21;1.2.1.22	
A0A0N9W2U4	PRI002833	497	     372	     322	     180	     485	      44	     349	    0.82	  103.53	7.9E-25     	0	F	-	1.2.1.71	
A0A0N9W2U4	PRI003373	497	     346	     356	     152	     476	       2	     322	    0.93	   89.66	2.7E-20     	0	F	-	1.2.1.9	
A0A0N9W2U4	PRI002966	497	     344	     313	     155	     431	       1	     270	    0.78	   89.22	3.5E-20     	0	F	-	1.2.1.28	
A0A0N9W2U4	PRI012658	497	     364	     365	     155	     476	      23	     341	    0.88	   75.76	1.5E-15     	0	F	-	1.2.1.67	
A0A0N9W2U4	PRI012735	497	     353	     355	     146	     476	       5	     334	    0.93	   73.85	6.2E-15     	0	F	-	1.2.1.24;1.2.1.26	
A0A0N9W2U4	PRI212603	497	     104	      92	      48	     138	      13	     104	    0.88	   66.33	3.2E-14     	0	F	-	(1.2.1.5)	
A0A0N9W2U4	PRI212608	497	      99	      91	      38	     128	       2	      91	    0.91	   65.95	3.9E-14     	0	F	-	(1.2.1.3)	
A0A0N9W2U4	PRI002380	497	     390	     290	     157	     415	      28	     285	    0.66	   68.17	4.5E-13     	0	F	-	1.2.1.68	
A0A0N9W2U4	PRI212601	497	     102	      93	      37	     128	       2	      94	    0.91	   59.71	5.5E-12     	0	F	-	(1.2.1.8)	
A0A0N9W2U4	PRI207196	497	     344	     120	     140	     249	       4	     105	     0.3	   62.33	3.1E-11     	0	F	-	(1.5.99.8)	
A0A0N9W2U4	PRI003700	497	     363	     306	     150	     477	      18	     343	    0.72	   84.52	8.7E-9     	0	F	-	1.2.1.65	
A0A0N9W2U4	PRI212713	497	      97	      72	      51	     116	      12	      80	    0.71	   47.76	8.9E-8     	0	F	-	(1.2.1.39)	
A0A0N9W2U4	PRI012656	497	     354	     283	     234	     478	     101	     337	    0.67	   46.87	3.3E-6     	0	F	-	1.2.1.73	
A0A0N9W2U4	PRI212628	497	      97	      78	      38	     110	       1	      73	    0.75	   41.94	9.2E-6     	0	F	-	(1.5.1.6)	
A0A0N9W2U4	PRI013051	497	     345	     359	     157	     476	      19	     330	     0.9	   44.96	1.1E-5     	0	F	-	1.1.1.257	
A0A0N9W2U4	PRI212736	497	      98	      68	      45	     112	       9	      74	    0.67	   41.25	2E-5     	0	F	-	(1.2.1.24)	
A0A0N9W2U4	PRI212733	497	      95	      74	      42	     115	       6	      77	    0.76	   40.43	3E-5     	0	F	-	(1.2.1.27)	
A0A0N9W2U4	PRI212657	497	      87	      81	      37	     112	       1	      74	    0.85	    36.7	5.8E-4     	0	F	-	(1.2.1.71)	
A0A0N9W2U4	PRI012755	497	      96	      59	      57	     115	      21	      77	    0.59	   34.66	4E-3     	0	F	-	1.2.1.27;1.2.1.18	
A0A0N9W2U4	PRI212754	497	      98	      67	      62	     128	      26	      90	    0.66	    33.9	6.9E-3     	0	F	-	(1.2.1.19)	
A0A0N9W2U4	PRI011301	497	     242	      41	     201	     235	     104	     144	    0.17	    34.6	1.9E-2     	0	F	-	4.2.1.116	
A0A0N9W2U4	PRI214031	497	      82	      46	      81	     116	      33	      75	    0.52	   32.01	2.5E-2     	0	F	-	(1.2.1.73)	
A0A0N9W2U4	PRI012644	497	     385	      66	     360	     423	     222	     284	    0.16	   31.59	1.9E-1     	0	F	-	1.2.1.82	
A0A0N9WZ72	PRI002592	458	     345	     348	      25	     369	       1	     345	       1	  263.51	2.7E-85     	0.002	T	-	6.3.1.11	
A0A0N9WZ72	PRI001617	458	     362	     349	      56	     367	      14	     360	    0.96	  112.96	2.4E-28     	0	F	-	6.3.1.2	
A0A0N9WZ72	PRI208645	458	     352	     264	     123	     369	      99	     352	    0.72	    79.4	7.6E-17     	0	F	-	(6.3.1.2)	
A0A0N9WZ72	PRI008644	458	      99	      97	     370	     455	       1	      97	    0.98	   62.88	4.5E-13     	0	F	-	6.3.1.2	
A0A0N9WZ72	PRI013190	458	     321	      52	     232	     283	     185	     235	    0.16	   39.38	5.4E-4     	0	F	-	5.4.4.3	
A0A0N9W325	PRI003649	258	     254	     247	       5	     243	       8	     244	    0.93	  167.14	9.2E-52     	0.008	T	-	3.5.1.94	
A0A0N9W325	PRI000249	258	     189	     184	      47	     223	      25	     168	    0.76	   63.41	4.7E-13     	0	F	-	6.3.5.2	
A0A0N9W325	PRI000267	258	     190	     147	      83	     223	      53	     173	    0.64	   37.83	4E-4     	0	F	-	4.1.3.27	
A0A0N9W325	PRI002443	258	     543	     157	      99	     223	     368	     519	    0.28	   33.81	1.6E-2     	0	F	-	6.3.4.2	
A0A0N9W325	PRI000252	258	     212	      20	     107	     126	      87	     106	    0.09	   31.31	8.1E-2     	0	F	-	2.6.1.85	
A0A0N9W325	PRI000247	258	     255	      17	     103	     119	      87	     103	    0.07	   30.93	1.1E-1     	0	F	-	6.3.5.3	
A0A0N9WHY7	PRI013467	454	     173	     155	     199	     349	       7	     161	     0.9	  155.61	4.2E-46     	0.002	T	-	2.6.1.96	
A0A0N9WHY7	PRI012415	454	     345	     383	      72	     445	       6	     345	    0.99	  154.53	9.8E-44     	0	F	-	2.6.1.11	
A0A0N9WHY7	PRI013699	454	     185	     208	     156	     363	       1	     185	       1	  104.91	4.3E-27     	0	F	-	2.6.1.11	
A0A0N9WHY7	PRI212414	454	     174	     154	     206	     359	      22	     171	    0.86	  103.22	1.3E-26     	0	F	-	(2.6.1.13)	
A0A0N9WHY7	PRI006421	454	     163	     144	     211	     349	       9	     152	    0.88	   95.22	8.8E-24     	0	F	-	2.6.1.62	
A0A0N9WHY7	PRI002425	454	     124	     113	     227	     328	      17	     124	    0.87	   84.76	1.7E-20     	0	F	-	2.6.1.18	
A0A0N9WHY7	PRI002696	454	     159	      90	     208	     297	       1	      90	    0.57	   82.81	1.8E-19     	0	F	-	2.6.1.77	
A0A0N9WHY7	PRI212343	454	     381	     244	     115	     333	      45	     273	     0.6	   70.38	7.4E-14     	0	F	-	(2.6.1.81)	
A0A0N9WHY7	PRI212412	454	     337	     156	     206	     352	      65	     211	    0.44	   69.16	1.3E-13     	0	F	-	(2.6.1.13)	
A0A0N9WHY7	PRI001251	454	     164	     151	     208	     351	       7	     154	     0.9	    62.3	2.7E-12     	0	F	-	2.6.1.19	
A0A0N9WHY7	PRI213465	454	      98	     100	      22	     118	       1	      98	       1	    59.7	5.4E-12     	0	F	-	(2.6.1.96)	
A0A0N9WHY7	PRI213466	454	      72	      72	     120	     189	       1	      71	    0.99	   58.27	9.7E-12     	0.069	F	-	(2.6.1.96)	
A0A0N9WHY7	PRI212357	454	     107	      96	      22	     116	      10	     104	    0.89	   56.25	9.2E-11     	0	F	-	(2.6.1.62)	
A0A0N9WHY7	PRI212408	454	      66	      47	     120	     166	       1	      47	    0.71	   50.55	4E-9     	0	F	-	(2.6.1.18)	
A0A0N9WHY7	PRI202507	454	     172	     120	     219	     334	      30	     144	    0.67	    53.1	5.2E-9     	0	F	-	(2.6.1.82)	
A0A0N9WHY7	PRI213686	454	     103	      87	      32	     118	      17	     102	    0.83	   48.59	4.3E-8     	0	F	-	(2.6.1.18)	
A0A0N9WHY7	PRI211643	454	     182	     134	     223	     340	      39	     159	    0.66	   48.55	2.4E-7     	0	F	-	(2.8.1.6)	
A0A0N9WHY7	PRI012411	454	     160	     108	     227	     333	      29	     131	    0.64	   45.06	2.4E-6     	0	F	-	2.6.1.17;2.6.1.11	
A0A0N9WHY7	PRI013567	454	      85	      72	     364	     434	       2	      73	    0.85	   42.98	3.5E-6     	0.029	F	-	2.6.1.62	
A0A0N9WHY7	PRI212356	454	      76	      45	     129	     172	      10	      54	    0.59	   42.43	3.9E-6     	0.001	F	-	(2.6.1.62)	
A0A0N9WHY7	PRI001245	454	     172	     132	     227	     348	      30	     152	    0.72	   43.41	1.1E-5     	0	F	-	2.6.1.19;2.6.1.22	
A0A0N9WHY7	PRI213695	454	      95	      94	     220	     313	       1	      85	    0.89	   41.64	1.1E-5     	0	F	-	(2.6.1.13)	
A0A0N9WHY7	PRI003665	454	     194	     142	     219	     354	      53	     186	    0.69	   43.37	1.2E-5     	0	F	-	5.4.3.8	
A0A0N9WHY7	PRI202420	454	     184	      77	     223	     298	      48	     123	    0.41	   39.53	2.9E-4     	0	F	-	(2.6.1.76)	
A0A0N9WHY7	PRI013334	454	     173	      51	     223	     273	      30	      80	    0.29	   38.19	6.8E-4     	0	F	-	4.2.3.2	
A0A0N9WHY7	PRI212346	454	     100	      28	      59	      86	      44	      71	    0.28	   35.86	1.5E-3     	0	F	-	(2.6.1.77)	
A0A0N9WHY7	PRI012409	454	     420	     227	      87	     279	      35	     225	    0.45	   38.08	1.9E-3     	0	F	-	2.6.1.17	
A0A0N9WHY7	PRI213693	454	      53	      47	     404	     446	       7	      53	    0.89	   33.94	2.2E-3     	0	F	-	(2.6.1.13)	
A0A0N9WHY7	PRI001237	454	     158	      93	     221	     302	      19	     100	    0.52	   36.03	3.3E-3     	0	F	-	2.6.1.44	
A0A0N9WHY7	PRI213556	454	      89	      87	     367	     438	       4	      81	    0.88	   33.08	9.8E-3     	0	F	-	(2.6.1.77)	
A0A0N9WHY7	PRI212349	454	     357	      78	     225	     299	     135	     212	    0.22	   35.52	1E-2     	0	F	-	(5.4.3.8)	
A0A0N9WHY7	PRI213464	454	      43	      34	     407	     440	       3	      36	    0.79	   30.91	1.8E-2     	0.003	F	-	(2.6.1.96)	
A0A0N9WHY7	PRI003815	454	     152	      57	     220	     273	      12	      65	    0.36	   33.13	2.3E-2     	0	F	-	4.1.1.64	
A0A0N9WHY7	PRI212344	454	     163	     127	     211	     333	      20	     134	    0.71	   33.47	2.4E-2     	0	F	-	(2.6.1.81)	
A0A0N9WHY7	PRI013341	454	     308	      56	     223	     273	     147	     197	    0.17	   33.68	3.2E-2     	0	F	-	4.2.3.134	
A0A0N9WHY7	PRI213697	454	      60	      44	     404	     446	      14	      57	    0.73	   30.22	4.9E-2     	0	F	-	(2.6.1.11)	
A0A0N9WHY7	PRI013628	454	      86	      23	     370	     392	       2	      24	    0.27	   29.99	1.1E-1     	0	F	-	2.6.1.40;2.6.1.44	
A0A0N9WHY7	PRI000885	454	     355	      50	     191	     235	      72	     121	    0.14	   31.38	2.3E-1     	0	F	-	2.7.2.7	
A0A0N9WHY7	PRI013564	454	     132	     125	     225	     341	      12	     132	    0.92	   30.16	2.4E-1     	0	F	-	2.6.1.62	
A0A0N9WHY7	PRI211486	454	     394	      46	     321	     363	     273	     315	    0.11	   29.35	8.6E-1     	0	F	-	(6.2.1.14)	
A0A0N9WIE7	PRI011506	601	     385	     325	     138	     454	     101	     382	    0.73	   94.55	1.6E-21     	0	T	-	1.3.8.1	
A0A0N9WIE7	PRI012181	601	     376	     324	     136	     447	      92	     366	    0.73	   62.59	4.2E-11     	0	F	-	1.3.8.5	
A0A0N9WIE7	PRI012182	601	     381	     347	      98	     436	      55	     360	     0.8	   58.75	6.3E-10     	0	F	-	1.3.8.4	
A0A0N9WIE7	PRI012176	601	     380	     314	     142	     446	     100	     374	    0.72	   42.54	9.1E-5     	0	F	-	1.3.8.9	
A0A0N9WIE7	PRI003577	601	     242	      59	     275	     331	      78	     133	    0.23	   34.32	2.9E-2     	0	F	-	1.21.4.1	
A0A0N9WIE7	PRI010181	601	     344	     120	      37	     153	     201	     316	    0.34	   32.46	1.4E-1     	0	F	-	3.2.1.39	
A0A0N9WIE7	PRI012179	601	     383	      56	     395	     447	     319	     374	    0.15	   32.16	1.7E-1     	0	F	-	1.3.8.7	
A0A0N9WIE7	PRI000413	601	     355	      31	     403	     433	     165	     191	    0.08	   30.28	6.8E-1     	0	F	-	1.3.1.42	
A0A0N9WXM3	PRI011506	592	     385	     328	     139	     455	     101	     382	    0.73	   92.24	8.3E-21     	0	T	-	1.3.8.1	
A0A0N9WXM3	PRI012181	592	     376	     332	     139	     448	      94	     366	    0.73	   63.75	1.8E-11     	0	F	-	1.3.8.5	
A0A0N9WXM3	PRI012178	592	     375	     167	     139	     298	      93	     241	     0.4	   51.82	1E-7     	0	F	-	1.3.8.8	
A0A0N9WXM3	PRI012182	592	     381	     222	      91	     298	      44	     246	    0.53	   43.35	6E-5     	0	F	-	1.3.8.4	
A0A0N9WXM3	PRI012176	592	     380	     157	     151	     447	     108	     374	    0.38	   72.75	6.5E-5     	0	F	-	1.3.8.9	
A0A0N9WXM3	PRI012179	592	     383	     320	     145	     448	     103	     374	    0.71	   38.71	1.6E-3     	0	F	-	1.3.8.7	
A0A0N9WXM3	PRI014830	592	     618	      81	     363	     441	      57	     137	    0.13	    32.2	2E-1     	0	F	-	1.13.11.68	
A0A0N9WXM3	PRI213085	592	     272	      49	     407	     454	     207	     255	    0.18	    30.3	6.2E-1     	0	F	-	(6.2.1.7)	
A0A0N9WIF6	PRI010442	264	     241	     180	      14	     192	      13	     187	    0.73	   74.79	1E-16     	0	T	-	3.5.1.100	
A0A0N9WIF6	PRI002402	264	     284	     196	      92	     258	      97	     282	    0.65	   52.87	7.1E-9     	0	F	-	3.5.1.53	
A0A0N9WIF6	PRI007551	264	     286	     256	       2	     219	       6	     254	    0.87	   43.71	7.5E-6     	0.002	F	-	6.3.5.1	
A0A0N9WIF6	PRI002815	264	     269	     109	      72	     164	      60	     168	    0.41	    40.9	7.3E-5     	0	F	-	3.5.1.77	
A0A0N9WIF6	PRI004987	264	     276	     134	      31	     151	      35	     160	    0.46	   37.06	1.2E-3     	0	F	-	3.5.1.3	
A0A0N9WIF6	PRI003441	264	     327	      90	      84	     162	     105	     184	    0.24	   35.24	4.8E-3     	0	F	-	3.5.1.49	
A0A0N9WVY4	PRI003067	560	     467	     471	     101	     537	       1	     444	    0.95	  145.86	8.5E-39     	0.001	T	-	1.13.12.3	
A0A0N9WVY4	PRI209631	560	      62	      56	      48	      99	       6	      61	     0.9	   50.39	5.1E-9     	0	T	-	(1.13.12.3)	
A0A0N9WVY4	PRI001827	560	     462	     277	      48	     531	       6	     459	    0.55	   76.51	4.2E-6     	0	F	-	1.4.3.2	
A0A0N9WVY4	PRI011392	560	      59	      38	      48	      83	       3	      40	    0.64	   31.95	1.4E-2     	0	F	-	1.4.3.2	
A0A0N9WVY4	PRI011395	560	     413	      30	      47	      76	       3	      32	    0.07	   34.79	2.5E-2     	0	F	-	2.1.1.61	
A0A0N9WVY4	PRI003275	560	     318	      39	      46	      83	       2	      40	    0.12	   34.19	3.7E-2     	0	F	-	1.18.1.2	
A0A0N9WVY4	PRI011387	560	      57	      37	      48	      82	       1	      37	    0.65	   30.35	5E-2     	0	F	-	1.5.3.1;1.4.3.2;1.5.3.7	
A0A0N9WVY4	PRI001409	560	     335	      28	      48	      75	       4	      31	    0.08	   33.14	7.8E-2     	0	F	-	1.8.1.9	
A0A0N9WVY4	PRI001828	560	     496	      48	      48	      91	       6	      53	     0.1	   33.29	8.8E-2     	0	F	-	1.3.3.4	
A0A0N9WVY4	PRI000060	560	     438	      28	      46	      73	       3	      30	    0.06	   31.75	2.1E-1     	0	F	-	1.4.3.16	
A0A0N9WVY4	PRI208820	560	     379	      38	      48	      84	       2	      39	     0.1	   31.57	2.1E-1     	0	F	-	(1.4.1.13)	
A0A0N9WVY4	PRI001479	560	     341	      84	      48	     114	       6	      89	    0.25	   29.55	8.8E-1     	0	F	-	2.1.1.74	
A0A0N9W5Z8	PRI003414	313	     320	     316	       7	     305	       5	     320	    0.99	  253.21	1E-83     	0.019	T	-	3.5.1.41	
A0A0N9W5Z8	PRI011818	313	     209	      47	     192	     238	     130	     175	    0.22	   28.87	6.1E-1     	0.001	F	-	3.1.6.13	
A0A0N9WUD7	PRI000991	117	     120	     120	       1	     117	       1	     120	       1	  148.98	1.3E-48     	1	T	-	3.5.2.17	
A0A0N9WUD7	PRI212759	117	     120	     131	       5	     117	       3	     120	    0.98	    33.4	1.6E-3     	0	F	-	(1.7.3.3)	
A0A0N9WBN8	PRI012129	291	     300	     300	       4	     291	      11	     296	    0.95	   64.73	9.9E-13     	0	T	-	3.1.1.15	
A0A0N9WBN8	PRI011284	291	     299	     266	       6	     262	       9	     263	    0.85	   61.58	1.3E-11     	0	F	-	3.1.1.17	
A0A0N9WBN8	PRI000013	291	     412	      30	     152	     181	     288	     316	    0.07	    30.6	2.1E-1     	0.001	F	-	1.1.1.42	
A0A0N9WBN8	PRI002989	291	     441	      45	      39	      80	     148	     192	     0.1	    28.5	9.8E-1     	0	F	-	2.4.1.234	
A0A0N7H2L2	PRI000115	272	     115	     123	     150	     270	       3	     114	    0.97	   81.11	4E-20     	0	T	-	1.1.1.100	
A0A0N7H2L2	PRI200109	272	     117	     109	     150	     252	       2	     100	    0.85	   61.87	5.8E-13     	0	F	-	(1.1.1.47)	
A0A0N7H2L2	PRI200083	272	     118	     132	     147	     265	       1	     114	    0.97	   59.91	2.5E-12     	0	F	-	(1.1.1.36)	
A0A0N7H2L2	PRI212652	272	     129	     133	     147	     265	       1	     127	    0.98	   57.32	3.7E-11     	0	F	-	(1.1.1.30)	
A0A0N7H2L2	PRI212781	272	     120	      93	     173	     265	      26	     118	    0.78	    55.4	1.3E-10     	0	F	-	(1.3.1.34)	
A0A0N7H2L2	PRI210192	272	     115	     117	     150	     265	       2	     114	    0.98	    52.2	1.6E-9     	0	F	-	(1.1.1.184)	
A0A0N7H2L2	PRI213076	272	     115	     121	     152	     265	       5	     114	    0.96	   51.42	2.9E-9     	0	F	-	(1.1.1.233)	
A0A0N7H2L2	PRI212847	272	     117	     129	     147	     265	       1	     115	    0.98	   48.35	3.6E-8     	0	F	-	(1.1.1.127)	
A0A0N7H2L2	PRI012888	272	     138	     140	      19	     145	       3	     135	    0.96	   47.01	1.5E-7     	0	T	-	1.1.1.100	
A0A0N7H2L2	PRI000091	272	     135	     120	      19	     132	       1	     120	    0.89	   46.93	1.7E-7     	0	F	-	1.1.1.62	
A0A0N7H2L2	PRI213010	272	     114	      39	     180	     218	      35	      68	     0.3	   44.96	6.8E-7     	0	F	-	(1.1.1.289)	
A0A0N7H2L2	PRI012650	272	     134	     118	      22	     122	       1	     108	    0.81	   44.93	7.9E-7     	0	F	-	1.1.1.36	
A0A0N7H2L2	PRI014537	272	     151	     141	      18	     132	       2	     136	    0.89	   44.29	2.2E-6     	0	F	-	1.1.1.239;1.1.1.62	
A0A0N7H2L2	PRI000099	272	     133	     122	      22	     133	       6	     119	    0.86	   41.85	9.1E-6     	0	F	-	1.3.1.28	
A0A0N7H2L2	PRI002429	272	     122	     123	      22	     130	       1	     103	    0.84	   40.71	1.9E-5     	0	F	-	1.1.1.141	
A0A0N7H2L2	PRI212889	272	     115	     121	      22	     122	       1	     101	    0.88	   38.75	8.4E-5     	0	F	-	(1.1.1.100)	
A0A0N7H2L2	PRI000106	272	     142	      98	      19	     109	       3	      95	    0.65	   36.44	7.8E-4     	0	F	-	1.1.1.140	
A0A0N7H2L2	PRI011299	272	     124	      83	      22	     104	       1	      80	    0.65	   36.13	9.3E-4     	0	F	-	1.1.1.107	
A0A0N7H2L2	PRI212834	272	     122	      68	     147	     205	       1	      66	    0.54	   35.37	1.4E-3     	0	F	-	(1.1.1.138)	
A0A0N7H2L2	PRI212673	272	     116	      50	     170	     219	      23	      69	    0.41	   34.92	2.2E-3     	0	F	-	(1.1.1.10)	
A0A0N7H2L2	PRI012743	272	     122	      67	     156	     219	       7	      69	    0.52	   34.53	3.4E-3     	0	F	-	1.3.1.60;1.3.1.29	
A0A0N7H2L2	PRI213035	272	     112	      57	     149	     205	       1	      57	    0.51	    34.1	3.6E-3     	0	F	-	(1.1.1.268)	
A0A0N7H2L2	PRI212624	272	     117	     111	     150	     251	       2	     101	    0.85	   34.19	4.3E-3     	0	F	-	(1.1.1.53)	
A0A0N7H2L2	PRI212790	272	     122	      67	     156	     219	       7	      69	    0.52	   33.75	4.9E-3     	0	F	-	(1.3.1.29)	
A0A0N7H2L2	PRI012613	272	     124	      58	     150	     201	       2	      53	    0.42	   33.35	7.5E-3     	0	F	-	1.1.1.76;1.1.1.304	
A0A0N7H2L2	PRI012726	272	     127	     119	      18	     131	       1	     112	    0.88	   32.42	1.5E-2     	0	F	-	1.1.1.311	
A0A0N7H2L2	PRI212617	272	     117	     127	     147	     265	       1	     115	    0.98	   32.18	1.7E-2     	0	F	-	(1.1.1.69)	
A0A0N7H2L2	PRI000101	272	     131	      49	      72	     120	      59	     105	    0.36	   32.49	1.9E-2     	0	F	-	1.3.1.58	
A0A0N7H2L2	PRI200093	272	     110	     111	     170	     265	      20	     110	    0.83	   31.85	2.3E-2     	0	F	-	(1.5.1.33)	
A0A0N7H2L2	PRI012637	272	     131	     137	      19	     139	       2	     124	    0.94	   32.08	2.4E-2     	0	F	-	1.1.1.47	
A0A0N7H2L2	PRI210567	272	     145	     119	      18	     122	       2	     119	    0.81	   32.25	2.5E-2     	0	F	-	(4.2.1.119)	
A0A0N7H2L2	PRI000084	272	     157	     103	      20	     107	       4	     102	    0.63	   32.35	2.8E-2     	0	F	-	1.1.1.35	
A0A0N7H2L2	PRI202790	272	     114	     127	     150	     265	       2	     114	    0.99	   31.39	3.2E-2     	0	F	-	(1.3.1.38)	
A0A0N7H2L2	PRI212815	272	     115	      56	     194	     249	      46	      96	    0.44	   31.42	3.7E-2     	0	F	-	(1.1.1.159)	
A0A0N7H2L2	PRI200104	272	     131	      32	     170	     201	      21	      51	    0.24	   30.76	5.9E-2     	0	F	-	(1.3.1.56)	
A0A0N7H2L2	PRI012744	272	     125	      95	      22	     108	       3	      90	     0.7	   30.71	6.3E-2     	0	F	-	1.1.1.304	
A0A0N7H2L2	PRI212812	272	     113	      44	     224	     265	      71	     113	    0.38	   30.21	7.8E-2     	0	F	-	(1.1.1.163)	
A0A0N7H2L2	PRI212694	272	     132	      31	     170	     200	      21	      50	    0.23	   30.46	8.3E-2     	0	F	-	(1.3.1.87)	
A0A0N7H2L2	PRI002583	272	     132	      24	      18	      41	       1	      24	    0.18	   30.54	8.4E-2     	0	F	-	1.1.1.288	
A0A0N7H2L2	PRI012707	272	     132	     105	      18	     104	       2	      87	    0.65	   30.53	8.9E-2     	0	F	-	1.1.1.326	
A0A0N7H2L2	PRI214191	272	      86	      66	     150	     205	       2	      59	    0.67	   29.13	1.1E-1     	0	F	-	(1.1.1.141)	
A0A0N7H2L2	PRI213056	272	     116	      66	     150	     209	       1	      64	    0.55	   29.46	1.6E-1     	0	F	-	(1.1.1.250)	
A0A0N7H2L2	PRI000092	272	     140	     138	      22	     147	       6	     140	    0.96	   29.62	1.8E-1     	0	F	-	1.1.1.184	
A0A0N7H2L2	PRI012712	272	     155	      17	      22	      38	       2	      18	    0.11	   29.75	1.9E-1     	0	F	-	1.1.1.320	
A0A0N7H2L2	PRI212762	272	     117	     122	     150	     268	       2	     117	    0.99	   29.09	2E-1     	0	F	-	(1.3.1.58)	
A0A0N7H2L2	PRI212680	272	     107	      31	     170	     200	      23	      53	    0.29	    28.9	2.1E-1     	0	F	-	(4.2.1.119)	
A0A0N7H2L2	PRI200102	272	     124	      33	     169	     201	      19	      51	    0.27	   28.82	2.8E-1     	0	F	-	(1.3.1.25)	
A0A0N7H2L2	PRI012763	272	     138	      30	      18	      47	       2	      31	    0.22	   29.07	3E-1     	0	F	-	1.3.1.56	
A0A0N7H2L2	PRI000090	272	     149	     107	      17	     108	       1	     106	    0.71	   28.69	4.2E-1     	0	F	-	1.1.1.30	
A0A0N7H2L2	PRI012626	272	     106	      16	     192	     207	      36	      51	    0.15	   27.97	4.5E-1     	0	F	-	1.1.1.50	
A0A0N7H2L2	PRI004821	272	     396	      44	       9	      47	     257	     298	    0.11	   29.07	5.9E-1     	0	F	-	1.3.1.83	
A0A0N7H2L2	PRI010125	272	     312	      40	     203	     242	     122	     159	    0.12	   29.02	6E-1     	0	F	-	3.1.4.12	
A0A0N7H2L2	PRI010305	272	     128	      54	     150	     201	       2	      53	    0.41	      28	6.3E-1     	0	F	-	1.1.1.304	
A0A0N7H2L2	PRI212745	272	     128	     118	      22	     121	       1	     102	     0.8	   27.81	7.4E-1     	0	F	-	(1.1.1.304)	
A0A0N7H2L2	PRI012175	272	     394	      30	     175	     204	     354	     383	    0.08	   28.75	8.1E-1     	0	F	-	1.3.8.3	
A0A0N7H2L2	PRI212665	272	     126	      97	     192	     265	      45	     123	    0.63	   27.59	8.5E-1     	0	F	-	(1.1.1.14)	
A0A0N7H2L2	PRI012792	272	     135	      13	      22	      34	       5	      17	     0.1	   27.54	8.7E-1     	0	F	-	1.3.1.25	
A0A0N7H2L2	PRI000100	272	     144	      11	      97	     107	      82	      92	    0.08	   27.64	9.4E-1     	0	F	-	1.1.1.178;1.1.1.35	
A0A0N9WV93	PRI011395	427	     413	      42	      29	      69	       1	      42	     0.1	    39.8	4.7E-4     	0	T	-	2.1.1.61	
A0A0N9WV93	PRI001827	427	     462	      42	      34	      75	       8	      42	    0.08	   36.52	5.7E-3     	0	F	-	1.4.3.2	
A0A0N9WV93	PRI007281	427	     445	      28	      32	      59	       2	      29	    0.06	   35.49	9.7E-3     	0	F	-	6.3.2.9	
A0A0N9WV93	PRI007800	427	     470	      30	      31	      60	       6	      35	    0.06	   34.22	2.4E-2     	0	F	-	1.4.3.4	
A0A0N9WV93	PRI012760	427	     578	      32	      31	      62	       6	      37	    0.06	   33.92	3.9E-2     	0	F	-	1.1.3.6;5.3.3.1	
A0A0N9WV93	PRI001754	427	     357	      20	      31	      50	       2	      21	    0.06	   33.28	4.9E-2     	0	F	-	1.4.3.3	
A0A0N9WV93	PRI008464	427	     429	      49	      32	      80	       1	      42	     0.1	   33.43	5.2E-2     	0	F	-	1.5.3.16	
A0A0N9WV93	PRI000060	427	     438	      40	      29	      68	       2	      41	    0.09	   32.14	1.1E-1     	0	F	-	1.4.3.16	
A0A0N9WV93	PRI209631	427	      62	      30	      32	      60	       6	      35	    0.48	   28.82	1.4E-1     	0	F	-	(1.13.12.3)	
A0A0N9WV93	PRI003275	427	     318	      51	      30	      79	       2	      44	    0.14	   31.49	1.5E-1     	0	F	-	1.18.1.2	
