query_ID	profile_ID	query_length	profile_length	align_length	query_from	query_to	profile_from	profile_to	profile_proportion	bit_score	e-value	positive_hit_probability	is_best_overlap	found_catalytic_pattern	profile_linked_ECs
WP_060739768	PRI001251	425	     164	     162	     183	     336	       4	     163	    0.98	   166.3	1.5E-50     	0.833	F	-	2.6.1.19	
WP_060739768	PRI001245	425	     172	     168	     182	     336	       3	     170	    0.98	  159.74	6.1E-48     	0.193	F	-	2.6.1.19;2.6.1.22	
WP_060739768	PRI013699	425	     185	     196	     141	     336	       1	     183	    0.99	  129.18	2.8E-36     	0	F	-	2.6.1.11	
WP_060739768	PRI212405	425	      80	      76	     111	     186	       1	      76	    0.95	  117.68	3.5E-33     	0.999	F	-	(2.6.1.19)	
WP_060739768	PRI212396	425	      80	      76	     111	     186	       1	      76	    0.95	  116.53	7.8E-33     	0.992	F	-	(2.6.1.19;2.6.1.22)	
WP_060739768	PRI212349	425	     357	     278	     108	     368	      44	     306	    0.74	   106.4	3E-26     	0	F	-	(5.4.3.8)	
WP_060739768	PRI003665	425	     194	     156	     185	     337	      41	     193	    0.79	  101.92	4.8E-26     	0	F	-	5.4.3.8	
WP_060739768	PRI212343	425	     381	     295	     133	     416	      94	     377	    0.75	  105.82	5.9E-26     	0	F	-	(2.6.1.81)	
WP_060739768	PRI212414	425	     174	     137	     202	     337	      37	     173	    0.79	   90.12	4.8E-22     	0	F	-	(2.6.1.13)	
WP_060739768	PRI006421	425	     163	     167	     184	     336	       4	     163	    0.98	   88.29	2.1E-21     	0	F	-	2.6.1.62	
WP_060739768	PRI202420	425	     184	     159	     182	     334	      22	     179	    0.86	   82.28	4E-19     	0	F	-	(2.6.1.76)	
WP_060739768	PRI012411	425	     160	     147	     174	     312	      10	     134	    0.78	   72.41	8E-16     	0	F	-	2.6.1.17;2.6.1.11	
WP_060739768	PRI212412	425	     337	     271	     129	     389	      15	     258	    0.72	   75.32	1.1E-15     	0	F	-	(2.6.1.13)	
WP_060739768	PRI213681	425	      57	      57	     368	     424	       1	      57	       1	   68.68	1.2E-15     	0.425	F	-	(2.6.1.19)	
WP_060739768	PRI213657	425	      58	      57	     368	     424	       2	      58	    0.98	   67.14	4.4E-15     	0.185	F	-	(2.6.1.19;2.6.1.22)	
WP_060739768	PRI213557	425	     243	     207	     112	     280	       5	     180	    0.72	   71.33	7.9E-15     	0	F	-	(2.6.1.76)	
WP_060739768	PRI202507	425	     172	      61	     200	     260	      31	      91	    0.35	   67.74	4.3E-14     	0	F	-	(2.6.1.82)	
WP_060739768	PRI213558	425	     133	     102	     202	     302	      16	     116	    0.76	   60.56	4.9E-12     	0	F	-	(2.6.1.76)	
WP_060739768	PRI012409	425	     420	     205	     132	     311	     102	     289	    0.45	   60.81	8.7E-11     	0	F	-	2.6.1.17	
WP_060739768	PRI212344	425	     163	     111	     203	     307	      28	     132	    0.64	   56.96	1.8E-10     	0	F	-	(2.6.1.81)	
WP_060739768	PRI211643	425	     182	     133	     202	     311	      38	     154	    0.64	   52.78	6.3E-9     	0	F	-	(2.8.1.6)	
WP_060739768	PRI212397	425	      30	      30	      24	      53	       1	      30	       1	   47.11	2.4E-8     	0	T	-	(2.6.1.19;2.6.1.22)	
WP_060739768	PRI002442	425	     164	      94	     195	     285	       9	     102	    0.57	   49.87	5.2E-8     	0	F	-	2.6.1.36	
WP_060739768	PRI002365	425	     161	     151	     191	     329	      12	     152	    0.88	   46.01	9.9E-7     	0	F	-	2.6.1.40;2.6.1.44	
WP_060739768	PRI002425	425	     124	      64	     201	     264	      11	      74	    0.52	   45.08	1.3E-6     	0	F	-	2.6.1.18	
WP_060739768	PRI001237	425	     158	     139	     201	     329	      19	     149	    0.83	   44.89	2.2E-6     	0	F	-	2.6.1.44	
WP_060739768	PRI013564	425	     132	      75	     201	     274	       8	      82	    0.57	   42.87	8.1E-6     	0	F	-	2.6.1.62	
WP_060739768	PRI212347	425	      81	      41	     111	     151	       4	      44	    0.51	   41.45	8.3E-6     	0	F	-	(2.6.1.76)	
WP_060739768	PRI003815	425	     152	      77	     202	     278	      14	      90	    0.51	   42.38	1.8E-5     	0	F	-	4.1.1.64	
WP_060739768	PRI003272	425	      40	      22	      32	      53	      19	      40	    0.55	   36.32	1.9E-4     	0	F	-	2.6.1.11	
WP_060739768	PRI013559	425	      59	      60	     366	     425	       1	      58	    0.98	   35.52	5.7E-4     	0	F	-	2.6.1.76	
WP_060739768	PRI212357	425	     107	      37	      57	      93	      55	      91	    0.35	   36.22	1E-3     	0	F	-	(2.6.1.62)	
WP_060739768	PRI002696	425	     159	     150	     203	     337	      16	     159	    0.91	   36.59	1.9E-3     	0	F	-	2.6.1.77	
WP_060739768	PRI013334	425	     173	     106	     238	     321	      65	     156	    0.53	   36.27	2.3E-3     	0	F	-	4.2.3.2	
WP_060739768	PRI013694	425	      39	      19	      57	      75	       1	      19	    0.49	   31.64	1.1E-2     	0	F	-	2.6.1.13	
WP_060739768	PRI001249	425	      40	      13	      41	      53	      28	      40	    0.33	   30.97	1.8E-2     	0	F	-	2.6.1.81	
WP_060739768	PRI013341	425	     308	      70	     298	     359	     247	     308	     0.2	   34.45	2.1E-2     	0	F	-	4.2.3.134	
WP_060739768	PRI213695	425	      95	      91	     207	     293	       8	      95	    0.93	   32.01	2.4E-2     	0	F	-	(2.6.1.13)	
WP_060739768	PRI013467	425	     173	      61	     198	     253	      26	      81	    0.32	   32.73	3.9E-2     	0	F	-	2.6.1.96	
WP_060739768	PRI212410	425	      39	      16	      38	      53	      24	      39	    0.41	   29.72	4.7E-2     	0	F	-	(2.6.1.17)	
WP_060739768	PRI207824	425	      77	      40	     112	     151	       2	      41	    0.52	    30.6	6.5E-2     	0	F	-	(2.6.1.44)	
WP_060739768	PRI012350	425	      32	      24	      24	      47	       4	      27	    0.75	   28.86	7E-2     	0	F	-	5.4.3.8	
WP_060739768	PRI213698	425	      43	      20	      57	      76	       4	      23	    0.47	   28.69	1.3E-1     	0	F	-	(2.6.1.11)	
WP_060739768	PRI213385	425	     132	      80	     201	     278	       8	      87	    0.61	   28.99	4.5E-1     	0	F	-	(2.6.1.62;6.3.3.3)	
WP_060739768	PRI012381	425	      69	      39	     112	     150	       2	      40	    0.57	   27.51	5.9E-1     	0.001	F	-	2.6.1.40;2.6.1.44	
WP_060739768	PRI212348	425	      32	      22	      26	      47	       9	      29	    0.66	   25.94	9.5E-1     	0	F	-	(2.6.1.76)	
WP_060739786	PRI002143	406	     433	     438	       3	     406	       1	     426	    0.98	  182.07	9.8E-54     	0.004	T	-	2.8.3.16	
WP_060739786	PRI013064	406	     426	     420	       3	     391	       1	     411	    0.96	  127.58	1.9E-33     	0	F	-	2.8.3.15	
WP_060739786	PRI002144	406	     382	     206	       3	     207	       2	     181	    0.47	   65.42	2.2E-12     	0	F	-	5.1.99.4	
WP_060739786	PRI002968	406	     389	     254	       3	     253	       1	     231	    0.59	   48.85	5E-7     	0	F	-	3.1.2.26	
WP_025216023	PRI002592	458	     345	     348	      25	     369	       1	     345	       1	  263.51	2.7E-85     	0.002	T	-	6.3.1.11	
WP_025216023	PRI001617	458	     362	     349	      56	     367	      14	     360	    0.96	  112.96	2.4E-28     	0	F	-	6.3.1.2	
WP_025216023	PRI208645	458	     352	     264	     123	     369	      99	     352	    0.72	    79.4	7.6E-17     	0	F	-	(6.3.1.2)	
WP_025216023	PRI008644	458	      99	      97	     370	     455	       1	      97	    0.98	   62.88	4.5E-13     	0	F	-	6.3.1.2	
WP_025216023	PRI013190	458	     321	      52	     232	     283	     185	     235	    0.16	   39.38	5.4E-4     	0	F	-	5.4.4.3	
WP_060740154	PRI003649	258	     254	     247	       5	     243	       8	     244	    0.93	  167.14	9.2E-52     	0.008	T	-	3.5.1.94	
WP_060740154	PRI000249	258	     189	     184	      47	     223	      25	     168	    0.76	   63.41	4.7E-13     	0	F	-	6.3.5.2	
WP_060740154	PRI000267	258	     190	     147	      83	     223	      53	     173	    0.64	   37.83	4E-4     	0	F	-	4.1.3.27	
WP_060740154	PRI002443	258	     543	     157	      99	     223	     368	     519	    0.28	   33.81	1.6E-2     	0	F	-	6.3.4.2	
WP_060740154	PRI000252	258	     212	      20	     107	     126	      87	     106	    0.09	   31.31	8.1E-2     	0	F	-	2.6.1.85	
WP_060740154	PRI000247	258	     255	      17	     103	     119	      87	     103	    0.07	   30.93	1.1E-1     	0	F	-	6.3.5.3	
WP_060740156	PRI013467	454	     173	     155	     199	     349	       7	     161	     0.9	  155.61	4.2E-46     	0.002	T	-	2.6.1.96	
WP_060740156	PRI012415	454	     345	     383	      72	     445	       6	     345	    0.99	  154.53	9.8E-44     	0	F	-	2.6.1.11	
WP_060740156	PRI013699	454	     185	     208	     156	     363	       1	     185	       1	  104.91	4.3E-27     	0	F	-	2.6.1.11	
WP_060740156	PRI212414	454	     174	     154	     206	     359	      22	     171	    0.86	  103.22	1.3E-26     	0	F	-	(2.6.1.13)	
WP_060740156	PRI006421	454	     163	     144	     211	     349	       9	     152	    0.88	   95.22	8.8E-24     	0	F	-	2.6.1.62	
WP_060740156	PRI002425	454	     124	     113	     227	     328	      17	     124	    0.87	   84.76	1.7E-20     	0	F	-	2.6.1.18	
WP_060740156	PRI002696	454	     159	      90	     208	     297	       1	      90	    0.57	   82.81	1.8E-19     	0	F	-	2.6.1.77	
WP_060740156	PRI212343	454	     381	     244	     115	     333	      45	     273	     0.6	   70.38	7.4E-14     	0	F	-	(2.6.1.81)	
WP_060740156	PRI212412	454	     337	     156	     206	     352	      65	     211	    0.44	   69.16	1.3E-13     	0	F	-	(2.6.1.13)	
WP_060740156	PRI001251	454	     164	     151	     208	     351	       7	     154	     0.9	    62.3	2.7E-12     	0	F	-	2.6.1.19	
WP_060740156	PRI213465	454	      98	     100	      22	     118	       1	      98	       1	    59.7	5.4E-12     	0	F	-	(2.6.1.96)	
WP_060740156	PRI213466	454	      72	      72	     120	     189	       1	      71	    0.99	   58.27	9.7E-12     	0.069	F	-	(2.6.1.96)	
WP_060740156	PRI212357	454	     107	      96	      22	     116	      10	     104	    0.89	   56.25	9.2E-11     	0	F	-	(2.6.1.62)	
WP_060740156	PRI212408	454	      66	      47	     120	     166	       1	      47	    0.71	   50.55	4E-9     	0	F	-	(2.6.1.18)	
WP_060740156	PRI202507	454	     172	     120	     219	     334	      30	     144	    0.67	    53.1	5.2E-9     	0	F	-	(2.6.1.82)	
WP_060740156	PRI213686	454	     103	      87	      32	     118	      17	     102	    0.83	   48.59	4.3E-8     	0	F	-	(2.6.1.18)	
WP_060740156	PRI211643	454	     182	     134	     223	     340	      39	     159	    0.66	   48.55	2.4E-7     	0	F	-	(2.8.1.6)	
WP_060740156	PRI012411	454	     160	     108	     227	     333	      29	     131	    0.64	   45.06	2.4E-6     	0	F	-	2.6.1.17;2.6.1.11	
WP_060740156	PRI013567	454	      85	      72	     364	     434	       2	      73	    0.85	   42.98	3.5E-6     	0.029	F	-	2.6.1.62	
WP_060740156	PRI212356	454	      76	      45	     129	     172	      10	      54	    0.59	   42.43	3.9E-6     	0.001	F	-	(2.6.1.62)	
WP_060740156	PRI001245	454	     172	     132	     227	     348	      30	     152	    0.72	   43.41	1.1E-5     	0	F	-	2.6.1.19;2.6.1.22	
WP_060740156	PRI213695	454	      95	      94	     220	     313	       1	      85	    0.89	   41.64	1.1E-5     	0	F	-	(2.6.1.13)	
WP_060740156	PRI003665	454	     194	     142	     219	     354	      53	     186	    0.69	   43.37	1.2E-5     	0	F	-	5.4.3.8	
WP_060740156	PRI202420	454	     184	      77	     223	     298	      48	     123	    0.41	   39.53	2.9E-4     	0	F	-	(2.6.1.76)	
WP_060740156	PRI013334	454	     173	      51	     223	     273	      30	      80	    0.29	   38.19	6.8E-4     	0	F	-	4.2.3.2	
WP_060740156	PRI212346	454	     100	      28	      59	      86	      44	      71	    0.28	   35.86	1.5E-3     	0	F	-	(2.6.1.77)	
WP_060740156	PRI012409	454	     420	     227	      87	     279	      35	     225	    0.45	   38.08	1.9E-3     	0	F	-	2.6.1.17	
WP_060740156	PRI213693	454	      53	      47	     404	     446	       7	      53	    0.89	   33.94	2.2E-3     	0	F	-	(2.6.1.13)	
WP_060740156	PRI001237	454	     158	      93	     221	     302	      19	     100	    0.52	   36.03	3.3E-3     	0	F	-	2.6.1.44	
WP_060740156	PRI213556	454	      89	      87	     367	     438	       4	      81	    0.88	   33.08	9.8E-3     	0	F	-	(2.6.1.77)	
WP_060740156	PRI212349	454	     357	      78	     225	     299	     135	     212	    0.22	   35.52	1E-2     	0	F	-	(5.4.3.8)	
WP_060740156	PRI213464	454	      43	      34	     407	     440	       3	      36	    0.79	   30.91	1.8E-2     	0.003	F	-	(2.6.1.96)	
WP_060740156	PRI003815	454	     152	      57	     220	     273	      12	      65	    0.36	   33.13	2.3E-2     	0	F	-	4.1.1.64	
WP_060740156	PRI212344	454	     163	     127	     211	     333	      20	     134	    0.71	   33.47	2.4E-2     	0	F	-	(2.6.1.81)	
WP_060740156	PRI013341	454	     308	      56	     223	     273	     147	     197	    0.17	   33.68	3.2E-2     	0	F	-	4.2.3.134	
WP_060740156	PRI213697	454	      60	      44	     404	     446	      14	      57	    0.73	   30.22	4.9E-2     	0	F	-	(2.6.1.11)	
WP_060740156	PRI013628	454	      86	      23	     370	     392	       2	      24	    0.27	   29.99	1.1E-1     	0	F	-	2.6.1.40;2.6.1.44	
WP_060740156	PRI000885	454	     355	      50	     191	     235	      72	     121	    0.14	   31.38	2.3E-1     	0	F	-	2.7.2.7	
WP_060740156	PRI013564	454	     132	     125	     225	     341	      12	     132	    0.92	   30.16	2.4E-1     	0	F	-	2.6.1.62	
WP_060740156	PRI211486	454	     394	      46	     321	     363	     273	     315	    0.11	   29.35	8.6E-1     	0	F	-	(6.2.1.14)	
WP_060740332	PRI011506	601	     385	     325	     138	     454	     101	     382	    0.73	   94.55	1.6E-21     	0	T	-	1.3.8.1	
WP_060740332	PRI012181	601	     376	     324	     136	     447	      92	     366	    0.73	   62.59	4.2E-11     	0	F	-	1.3.8.5	
WP_060740332	PRI012182	601	     381	     347	      98	     436	      55	     360	     0.8	   58.75	6.3E-10     	0	F	-	1.3.8.4	
WP_060740332	PRI012176	601	     380	     314	     142	     446	     100	     374	    0.72	   42.54	9.1E-5     	0	F	-	1.3.8.9	
WP_060740332	PRI003577	601	     242	      59	     275	     331	      78	     133	    0.23	   34.32	2.9E-2     	0	F	-	1.21.4.1	
WP_060740332	PRI010181	601	     344	     120	      37	     153	     201	     316	    0.34	   32.46	1.4E-1     	0	F	-	3.2.1.39	
WP_060740332	PRI012179	601	     383	      56	     395	     447	     319	     374	    0.15	   32.16	1.7E-1     	0	F	-	1.3.8.7	
WP_060740332	PRI000413	601	     355	      31	     403	     433	     165	     191	    0.08	   30.28	6.8E-1     	0	F	-	1.3.1.42	
WP_060740336	PRI011506	592	     385	     328	     139	     455	     101	     382	    0.73	   92.24	8.3E-21     	0	T	-	1.3.8.1	
WP_060740336	PRI012181	592	     376	     332	     139	     448	      94	     366	    0.73	   63.75	1.8E-11     	0	F	-	1.3.8.5	
WP_060740336	PRI012178	592	     375	     167	     139	     298	      93	     241	     0.4	   51.82	1E-7     	0	F	-	1.3.8.8	
WP_060740336	PRI012182	592	     381	     222	      91	     298	      44	     246	    0.53	   43.35	6E-5     	0	F	-	1.3.8.4	
WP_060740336	PRI012176	592	     380	     157	     151	     447	     108	     374	    0.38	   72.75	6.5E-5     	0	F	-	1.3.8.9	
WP_060740336	PRI012179	592	     383	     320	     145	     448	     103	     374	    0.71	   38.71	1.6E-3     	0	F	-	1.3.8.7	
WP_060740336	PRI014830	592	     618	      81	     363	     441	      57	     137	    0.13	    32.2	2E-1     	0	F	-	1.13.11.68	
WP_060740336	PRI213085	592	     272	      49	     407	     454	     207	     255	    0.18	    30.3	6.2E-1     	0	F	-	(6.2.1.7)	
WP_060740343	PRI010442	264	     241	     180	      14	     192	      13	     187	    0.73	   74.79	1E-16     	0	T	-	3.5.1.100	
WP_060740343	PRI002402	264	     284	     196	      92	     258	      97	     282	    0.65	   52.87	7.1E-9     	0	F	-	3.5.1.53	
WP_060740343	PRI007551	264	     286	     256	       2	     219	       6	     254	    0.87	   43.71	7.5E-6     	0.002	F	-	6.3.5.1	
WP_060740343	PRI002815	264	     269	     109	      72	     164	      60	     168	    0.41	    40.9	7.3E-5     	0	F	-	3.5.1.77	
WP_060740343	PRI004987	264	     276	     134	      31	     151	      35	     160	    0.46	   37.06	1.2E-3     	0	F	-	3.5.1.3	
WP_060740343	PRI003441	264	     327	      90	      84	     162	     105	     184	    0.24	   35.24	4.8E-3     	0	F	-	3.5.1.49	
WP_060740344	PRI003067	560	     467	     471	     101	     537	       1	     444	    0.95	  145.86	8.5E-39     	0.001	T	-	1.13.12.3	
WP_060740344	PRI209631	560	      62	      56	      48	      99	       6	      61	     0.9	   50.39	5.1E-9     	0	T	-	(1.13.12.3)	
WP_060740344	PRI001827	560	     462	     277	      48	     531	       6	     459	    0.55	   76.51	4.2E-6     	0	F	-	1.4.3.2	
WP_060740344	PRI011392	560	      59	      38	      48	      83	       3	      40	    0.64	   31.95	1.4E-2     	0	F	-	1.4.3.2	
WP_060740344	PRI011395	560	     413	      30	      47	      76	       3	      32	    0.07	   34.79	2.5E-2     	0	F	-	2.1.1.61	
WP_060740344	PRI003275	560	     318	      39	      46	      83	       2	      40	    0.12	   34.19	3.7E-2     	0	F	-	1.18.1.2	
WP_060740344	PRI011387	560	      57	      37	      48	      82	       1	      37	    0.65	   30.35	5E-2     	0	F	-	1.5.3.1;1.4.3.2;1.5.3.7	
WP_060740344	PRI001409	560	     335	      28	      48	      75	       4	      31	    0.08	   33.14	7.8E-2     	0	F	-	1.8.1.9	
WP_060740344	PRI001828	560	     496	      48	      48	      91	       6	      53	     0.1	   33.29	8.8E-2     	0	F	-	1.3.3.4	
WP_060740344	PRI000060	560	     438	      28	      46	      73	       3	      30	    0.06	   31.75	2.1E-1     	0	F	-	1.4.3.16	
WP_060740344	PRI208820	560	     379	      38	      48	      84	       2	      39	     0.1	   31.57	2.1E-1     	0	F	-	(1.4.1.13)	
WP_060740344	PRI001479	560	     341	      84	      48	     114	       6	      89	    0.25	   29.55	8.8E-1     	0	F	-	2.1.1.74	
WP_060741122	PRI003414	313	     320	     316	       7	     305	       5	     320	    0.99	  253.21	1E-83     	0.019	T	-	3.5.1.41	
WP_060741122	PRI011818	313	     209	      47	     192	     238	     130	     175	    0.22	   28.87	6.1E-1     	0.001	F	-	3.1.6.13	
WP_060741243	PRI012129	291	     300	     300	       4	     291	      11	     296	    0.95	   64.73	9.9E-13     	0	T	-	3.1.1.15	
WP_060741243	PRI011284	291	     299	     266	       6	     262	       9	     263	    0.85	   61.58	1.3E-11     	0	F	-	3.1.1.17	
WP_060741243	PRI000013	291	     412	      30	     152	     181	     288	     316	    0.07	    30.6	2.1E-1     	0.001	F	-	1.1.1.42	
WP_060741243	PRI002989	291	     441	      45	      39	      80	     148	     192	     0.1	    28.5	9.8E-1     	0	F	-	2.4.1.234	
WP_060741989	PRI011886	578	     541	     542	      25	     560	       1	     541	       1	  898.86	0E0     	0.044	T	-	4.2.1.25	
WP_060741989	PRI001230	578	     585	     580	      32	     560	      23	     582	    0.96	  395.16	9.6E-132     	0.018	F	-	4.2.1.9	
WP_060741989	PRI001231	578	     568	     455	     116	     530	      96	     536	    0.78	    75.1	6.8E-15     	0	F	-	4.2.1.12	
WP_060741989	PRI010094	578	     142	     156	     386	     530	       1	     142	       1	   50.52	2.8E-8     	0.004	F	-	4.2.1.9	
WP_060741989	PRI013145	578	     135	      44	     392	     432	      51	      94	    0.33	   29.03	6.4E-1     	0	F	-	4.2.3.106;4.2.3.105	
WP_060741991	PRI011579	330	     668	      66	     189	     240	     299	     364	     0.1	   31.73	1.4E-1     	0	T	-	5.4.99.38	
WP_063321224	PRI011506	375	     385	     375	       4	     372	       6	     380	    0.97	  354.18	1.9E-121     	0.015	T	-	1.3.8.1	
WP_063321224	PRI012181	375	     376	     320	      50	     367	      48	     366	    0.85	  202.81	1.3E-62     	0	F	-	1.3.8.5	
WP_063321224	PRI012182	375	     381	     375	      16	     375	      14	     379	    0.96	  200.51	1.1E-61     	0.001	F	-	1.3.8.4	
WP_063321224	PRI012179	375	     383	     381	       4	     375	       6	     382	    0.98	  186.24	3.6E-56     	0.001	F	-	1.3.8.7	
WP_063321224	PRI012177	375	     378	     373	      15	     371	      17	     377	    0.96	  166.98	8.3E-49     	0	F	-	1.3.99.32	
WP_063321224	PRI012178	375	     375	     281	     103	     373	      99	     372	    0.73	  110.38	7.4E-28     	0	F	-	1.3.8.8	
WP_063321224	PRI012176	375	     380	     337	      45	     366	      45	     374	    0.87	  107.64	8.5E-27     	0	F	-	1.3.8.9	
WP_063321224	PRI012180	375	     376	     290	      10	     291	      12	     292	    0.75	   88.41	3.6E-20     	0	F	-	1.3.8.6	
WP_063321224	PRI012175	375	     394	     274	     124	     375	     141	     393	    0.64	   34.91	1.3E-2     	0	F	-	1.3.8.3	
WP_063321224	PRI011891	375	     382	      59	      34	      89	      23	      81	    0.15	   31.49	1.4E-1     	0	F	-	1.14.14.12	
WP_063321224	PRI011887	375	     439	      42	     248	     285	     284	     322	    0.09	   31.55	1.6E-1     	0	F	-	1.7.3.1	
WP_063321224	PRI010480	375	     591	      41	     146	     182	     534	     573	    0.07	   29.37	7.6E-1     	0	F	-	1.1.2.7	
WP_063321988	PRI011182	405	     363	     174	      22	     195	       8	     179	    0.47	   45.72	5.6E-6     	0	T	-	4.1.2.42	
WP_063321988	PRI012241	405	     368	      72	     128	     197	     114	     185	     0.2	   36.85	3.8E-3     	0	F	-	4.1.3.41	
WP_063321988	PRI002252	405	     368	     171	      30	     187	       3	     158	    0.42	   32.37	9.3E-2     	0	F	-	5.1.1.1	
WP_063321988	PRI214852	405	      33	      14	     112	     125	      15	      28	    0.42	   26.67	5.1E-1     	0	F	-	(2.5.1.10)	
WP_063322430	PRI001269	397	     385	     369	      62	     367	       5	     372	    0.96	  201.37	1.1E-61     	0.374	T	-	2.6.1.57	
WP_063322430	PRI001238	397	     376	     315	     104	     396	      65	     376	    0.83	  165.14	5.7E-48     	0	F	-	2.6.1.1	
WP_063322430	PRI002923	397	     423	     270	      98	     326	      66	     334	    0.64	  111.14	1E-27     	0	F	-	2.6.1.5	
WP_063322430	PRI001279	397	     410	     322	     120	     393	      89	     408	    0.78	   90.35	1.4E-20     	0	F	-	2.6.1.7	
WP_063322430	PRI211361	397	      47	      46	       2	      47	       2	      47	    0.98	   55.44	3.8E-11     	0.003	T	-	(2.6.1.57)	
WP_063322430	PRI011371	397	      49	      45	       3	      47	       5	      49	    0.92	    54.1	1.4E-10     	0.004	F	-	2.6.1.1	
WP_063322430	PRI211368	397	      44	      44	       3	      46	       1	      44	       1	   39.25	2.3E-5     	0	F	-	(2.6.1.5)	
WP_063322430	PRI213730	397	      49	      33	      10	      42	      12	      44	    0.67	   35.79	4.5E-4     	0.028	F	-	(2.6.1.7)	
WP_014340747	PRI002592	423	     345	     335	       3	     334	      14	     345	    0.96	  249.64	1.8E-80     	0.002	T	-	6.3.1.11	
WP_014340747	PRI001617	423	     362	     349	      21	     332	      14	     360	    0.96	  112.96	1.6E-28     	0	F	-	6.3.1.2	
WP_014340747	PRI208645	423	     352	     263	      88	     334	      99	     352	    0.72	   79.01	8.5E-17     	0	F	-	(6.3.1.2)	
WP_014340747	PRI008644	423	      99	      97	     335	     420	       2	      97	    0.97	   61.34	1.2E-12     	0	F	-	6.3.1.2	
WP_014340747	PRI013190	423	     321	      52	     197	     248	     185	     235	    0.16	   39.38	4.9E-4     	0	F	-	5.4.4.3	
WP_086936699	PRI003649	258	     254	     250	       5	     243	       8	     244	    0.93	   165.6	4.1E-51     	0.008	T	-	3.5.1.94	
WP_086936699	PRI000249	258	     189	     184	      47	     223	      25	     168	    0.76	   59.56	1.3E-11     	0	F	-	6.3.5.2	
WP_086936699	PRI000267	258	     190	     147	      83	     223	      53	     173	    0.64	   35.52	2.5E-3     	0	F	-	4.1.3.27	
WP_086936699	PRI000252	258	     212	      20	     107	     126	      87	     106	    0.09	   32.85	2.4E-2     	0	F	-	2.6.1.85	
WP_086936699	PRI002443	258	     543	     157	      99	     223	     368	     519	    0.28	   33.04	3.5E-2     	0	F	-	6.3.4.2	
WP_086936699	PRI000247	258	     255	      17	     103	     119	      87	     103	    0.07	   30.16	2E-1     	0	F	-	6.3.5.3	
WP_063323898	PRI013467	454	     173	     155	     199	     349	       7	     161	     0.9	  157.15	1.1E-46     	0.002	T	-	2.6.1.96	
WP_063323898	PRI012415	454	     345	     383	      72	     445	       6	     345	    0.99	  152.22	7.5E-43     	0	F	-	2.6.1.11	
WP_063323898	PRI013699	454	     185	     208	     156	     363	       1	     185	       1	  106.07	1.6E-27     	0	F	-	2.6.1.11	
WP_063323898	PRI212414	454	     174	     154	     206	     359	      22	     171	    0.86	  103.99	6.8E-27     	0	F	-	(2.6.1.13)	
WP_063323898	PRI006421	454	     163	     144	     211	     349	       9	     152	    0.88	   95.22	8.5E-24     	0	F	-	2.6.1.62	
WP_063323898	PRI002696	454	     159	      90	     208	     297	       1	      90	    0.57	   83.97	7.4E-20     	0	F	-	2.6.1.77	
WP_063323898	PRI002425	454	     124	     113	     227	     328	      17	     124	    0.87	   79.75	9.4E-19     	0	F	-	2.6.1.18	
WP_063323898	PRI001251	454	     164	     139	     220	     351	      19	     154	    0.83	   64.99	3.6E-13     	0	F	-	2.6.1.19	
WP_063323898	PRI212412	454	     337	     161	     206	     352	      65	     211	    0.44	   67.23	7E-13     	0	F	-	(2.6.1.13)	
WP_063323898	PRI212343	454	     381	     244	     115	     333	      45	     273	     0.6	   65.75	2.1E-12     	0	F	-	(2.6.1.81)	
WP_063323898	PRI213465	454	      98	     100	      22	     118	       1	      98	       1	    59.7	5.4E-12     	0	F	-	(2.6.1.96)	
WP_063323898	PRI213466	454	      72	      72	     120	     189	       1	      71	    0.99	   58.27	7.9E-12     	0.069	F	-	(2.6.1.96)	
WP_063323898	PRI212357	454	     107	      96	      22	     116	      10	     104	    0.89	   56.63	7.8E-11     	0	F	-	(2.6.1.62)	
WP_063323898	PRI212408	454	      66	      47	     120	     166	       1	      47	    0.71	   50.55	3.5E-9     	0	F	-	(2.6.1.18)	
WP_063323898	PRI202507	454	     172	     120	     219	     334	      30	     144	    0.67	   51.56	1.8E-8     	0	F	-	(2.6.1.82)	
WP_063323898	PRI213686	454	     103	      87	      32	     118	      17	     102	    0.83	   48.59	4.1E-8     	0	F	-	(2.6.1.18)	
WP_063323898	PRI012411	454	     160	     108	     227	     333	      29	     131	    0.64	   45.84	1.3E-6     	0	F	-	2.6.1.17;2.6.1.11	
WP_063323898	PRI213695	454	      95	      94	     220	     313	       1	      85	    0.89	   43.95	1.5E-6     	0	F	-	(2.6.1.13)	
WP_063323898	PRI013567	454	      85	      77	     364	     439	       2	      78	    0.91	   42.98	2.8E-6     	0.029	F	-	2.6.1.62	
WP_063323898	PRI001245	454	     172	     132	     227	     348	      30	     152	    0.72	   44.95	3.4E-6     	0	F	-	2.6.1.19;2.6.1.22	
WP_063323898	PRI212356	454	      76	      45	     129	     172	      10	      54	    0.59	   42.43	3.5E-6     	0.001	F	-	(2.6.1.62)	
WP_063323898	PRI211643	454	     182	     134	     223	     340	      39	     159	    0.66	   43.54	1.1E-5     	0	F	-	(2.8.1.6)	
WP_063323898	PRI003665	454	     194	     142	     219	     354	      53	     186	    0.69	    39.9	2E-4     	0	F	-	5.4.3.8	
WP_063323898	PRI013334	454	     173	      51	     223	     273	      30	      80	    0.29	   38.19	6.2E-4     	0	F	-	4.2.3.2	
